HCPCS Code,HCPCS Description,HCPCS Drug Indicator,Place of Service,Number of Providers,Number of Services,Number of Unique Beneficiary/Provider Interactions,Number of Distinct Medicare Beneficiary/Per Day Services,Average Submitted Charge Amount,Minimum Submitted Charge Amount,Maximum Submitted Charge Amount,Standard Deviation of Submitted Charge Amount,Average Medicare Allowed Amount,Minimum Medicare Allowed Amount,Maximum Medicare Allowed Amount,Standard Deviation of Medicare Allowed Amount,Average Medicare Payment Amount,Minimum Medicare Payment Amount,Maximum Medicare Payment Amount,Standard Deviation of Medicare Payment Amount
36005,Injection procedure for X-ray imaging procedure of veins of arm or leg,N,O,697,10139,7945,8637,815.47,50.00,8663.00,429.20,276.84,25.32,632.34,89.70,217.22,0.00,505.87,70.27
36010,Introduction of catheter into the upper or lower major vein (vena cava),N,F,4363,16360,14620,15698,681.22,60.12,22545.00,681.50,84.21,7.18,209.73,25.35,66.80,0.00,167.78,20.30
36010,Introduction of catheter into the upper or lower major vein (vena cava),N,O,364,3510,2635,3488,1303.57,30.00,8663.00,586.41,307.92,30.00,746.00,72.81,243.52,20.00,596.80,56.79
36011,Insertion of catheter into vein,N,F,3017,10287,9055,9544,1127.54,50.00,8875.00,1097.33,101.35,17.95,271.71,29.18,80.38,0.00,217.37,23.80
36011,Insertion of catheter into vein,N,O,586,7628,4789,6897,2071.26,137.15,17326.00,800.67,560.21,137.15,1537.02,170.63,443.80,10.00,1229.62,136.60
36012,Insertion of catheter into vein for diagnosis or treatment,N,F,1856,5110,4321,4519,1175.87,85.84,10569.00,907.17,111.87,10.17,273.66,29.47,88.72,0.00,213.54,23.80
36012,Insertion of catheter into vein for diagnosis or treatment,N,O,251,1869,1167,1382,2225.71,54.00,8663.00,965.26,575.34,54.00,1522.62,162.94,455.62,0.00,1218.10,131.50
36013,Insertion of catheter into right heart or main pulmonary (lung) artery,N,F,348,755,720,748,984.38,110.00,4099.00,1022.10,101.07,9.11,153.79,29.93,80.56,0.00,123.03,24.14
36013,Insertion of catheter into right heart or main pulmonary (lung) artery,N,O,9,249,195,248,2774.77,475.00,4400.00,254.28,522.36,410.99,772.57,26.71,414.26,328.79,618.06,20.86
36014,Insertion of catheter into left or right pulmonary (lung) artery,N,F,614,1256,946,986,973.89,92.56,8215.00,815.30,101.99,48.86,252.80,34.96,80.89,0.00,202.24,28.20
36015,Insertion of catheter into an artery of a lobe of the lung,N,F,299,632,395,412,1170.54,76.42,10981.25,1207.56,104.61,73.50,292.05,31.58,82.42,0.00,233.64,26.33
36015,Insertion of catheter into an artery of a lobe of the lung,N,O,9,20,11,11,1485.52,6.00,3275.00,1115.32,314.28,6.00,948.73,248.02,250.39,0.00,758.98,199.71
36100,Insertion of needle or catheter into the carotid (neck) or vertebral (brain) artery,N,F,178,679,634,672,599.41,110.00,5010.00,394.68,106.75,73.90,260.61,28.46,85.30,59.12,208.49,22.81
36120,Insertion of needle or catheter into the brachial (arm) artery,N,F,1066,2757,2478,2732,561.77,51.58,7131.00,461.66,63.84,38.45,118.48,17.62,50.45,0.00,94.78,14.22
36120,Insertion of needle or catheter into the brachial (arm) artery,N,O,239,2621,2237,2617,1010.19,50.00,8663.00,574.42,250.35,50.00,548.34,44.00,198.28,40.00,438.67,34.33
36140,Insertion of needle or catheter into an artery of arm or leg,N,F,4844,18507,16412,17779,549.96,50.00,8461.45,485.48,69.35,27.68,277.39,19.72,54.95,0.00,221.91,15.82
36140,Insertion of needle or catheter into an artery of arm or leg,N,O,442,3809,2945,3724,1098.88,15.00,8663.00,1096.01,260.95,15.00,570.68,55.66,206.66,0.00,456.54,44.76
36147,Insertion of needle or catheter for dialysis,N,F,6527,142882,110614,142287,909.97,40.00,11293.33,720.51,116.08,11.87,310.62,19.29,91.81,0.00,248.49,15.46
36147,Insertion of needle or catheter for dialysis,N,O,1292,180311,114965,179989,2030.39,20.00,11025.00,657.88,528.41,20.00,1125.85,71.06,417.37,0.00,900.68,56.76
36148,Insertion of needle or catheter into an artery-vein dialysis shunt or graft,N,F,4063,36613,30520,36304,299.50,17.00,4000.00,264.89,49.48,6.27,66.10,3.29,39.37,0.00,52.88,2.85
36148,Insertion of needle or catheter into an artery-vein dialysis shunt or graft,N,O,977,33075,25316,32806,670.48,46.94,8663.00,261.45,275.25,33.45,352.45,30.07,218.40,0.00,281.96,24.65
36160,Insertion of needle or catheter into aorta,N,F,229,493,459,475,607.31,66.88,3240.00,451.39,73.77,58.35,156.98,17.59,58.33,17.00,125.58,14.33
36160,Insertion of needle or catheter into aorta,N,O,5,18,18,18,1181.83,700.00,1518.00,304.85,297.87,251.06,423.24,40.56,238.30,200.85,338.59,32.44
36200,Insertion of catheter into aorta,N,F,7657,57581,50975,52971,877.43,70.58,8612.00,716.05,115.84,11.50,255.23,27.09,91.49,0.00,204.18,21.49
36200,Insertion of catheter into aorta,N,O,526,2730,2523,2694,1840.31,4.22,8663.00,1557.97,483.32,4.22,1091.18,146.85,382.56,0.00,872.94,115.27
36215,Insertion of catheter into chest or arm artery,N,F,6919,47328,36408,37625,1305.80,120.00,28841.50,1130.51,136.02,26.40,579.40,23.87,107.86,0.00,463.52,19.37
36215,Insertion of catheter into chest or arm artery,N,O,966,30795,23745,29898,2860.97,3.00,10880.48,1024.26,672.91,3.00,1404.56,105.85,532.49,0.00,1123.65,85.27
36216,Insertion of catheter into chest or arm artery,N,F,6065,54859,39834,42221,1604.47,67.50,32051.75,1386.03,189.38,33.54,344.54,39.69,149.89,0.00,275.63,31.67
36216,Insertion of catheter into chest or arm artery,N,O,572,3668,3117,3214,3327.03,236.18,19265.00,2019.93,933.20,236.18,1560.50,234.62,738.57,176.06,1248.40,188.44
36217,Insertion of catheter into chest or arm artery,N,F,4127,29381,24703,27155,2444.73,130.00,18290.00,2414.26,271.47,25.47,407.14,43.17,214.68,0.00,325.71,34.97
36217,Insertion of catheter into chest or arm artery,N,O,280,1295,1175,1244,5046.93,281.93,13220.90,2399.02,1838.13,281.93,2801.76,342.85,1455.65,0.00,2237.31,287.51
36218,Insertion of catheter into chest or arm artery,N,F,2599,24098,15662,16562,350.99,45.20,5298.00,277.81,54.43,45.20,70.06,3.73,43.22,0.00,56.05,3.36
36218,Insertion of catheter into chest or arm artery,N,O,197,1287,1038,1065,1451.86,45.20,8663.00,2528.19,189.59,45.20,251.90,19.06,150.13,0.00,201.52,17.37
36245,Insertion of catheter into abdominal pelvic or leg artery,N,F,8525,52591,38869,41014,1297.07,75.00,23592.00,1131.66,162.98,15.69,464.10,38.60,129.30,0.00,371.28,30.87
36245,Insertion of catheter into abdominal pelvic or leg artery,N,O,651,4543,3214,3612,2791.48,138.98,13000.00,1743.12,736.77,138.98,1800.17,233.84,585.49,70.00,1440.14,186.84
36246,Insertion of catheter into abdominal pelvic or leg artery,N,F,7508,36808,33973,35610,1311.78,6.00,25537.25,1060.57,219.64,6.00,459.53,50.94,173.88,0.00,367.62,40.87
36246,Insertion of catheter into abdominal pelvic or leg artery,N,O,581,3611,3242,3452,2929.19,232.69,10522.00,1948.92,806.34,232.69,1823.90,210.07,639.00,0.00,1459.12,167.21
36247,Insertion of catheter into abdominal pelvic or leg artery,N,F,7114,49180,41391,47847,1851.82,130.00,31108.75,1735.96,236.19,35.18,566.03,56.30,187.32,0.00,452.82,45.07
36247,Insertion of catheter into abdominal pelvic or leg artery,N,O,577,5910,5165,5779,4253.36,298.63,12314.55,1821.60,1404.35,298.63,2256.86,330.35,1114.85,40.00,1805.49,262.38
36248,"Insertion of catheter into each additional abdominal, pelvic or leg artery",N,F,2920,19495,11006,12544,284.30,22.14,3661.00,207.77,53.24,22.14,68.60,3.55,42.34,0.00,54.88,3.11
36248,"Insertion of catheter into each additional abdominal, pelvic or leg artery",N,O,116,1008,704,830,519.52,44.27,8663.00,688.38,165.37,44.27,200.48,18.14,131.84,35.42,160.38,14.69
36251,Insertion of catheter into main and accessory renal artery for imaging,N,F,3455,6770,6547,6719,1456.71,75.00,8900.00,1420.09,173.02,10.19,366.47,48.49,137.46,0.00,293.18,39.01
36251,Insertion of catheter into main and accessory renal artery for imaging,N,O,221,530,499,523,3194.22,95.00,11446.00,1869.80,888.16,95.00,1732.12,246.37,702.41,0.00,1385.70,205.21
36252,Insertion of catheter into main and accessory renal artery for imaging,N,F,4647,20187,19787,20160,1537.91,70.00,11000.00,1407.45,276.60,62.42,477.65,56.77,219.34,0.00,382.12,45.94
36252,Insertion of catheter into main and accessory renal artery for imaging,N,O,364,2813,2687,2804,3902.78,155.00,20109.00,3938.82,1222.55,146.79,1895.19,264.61,969.80,117.43,1516.15,210.95
36253,Insertion of catheter into main and accessory renal artery for imaging,N,F,930,1299,1260,1288,2351.45,75.00,11468.00,2381.71,232.82,27.18,485.00,67.63,185.15,0.00,388.00,54.83
36253,Insertion of catheter into main and accessory renal artery for imaging,N,O,27,48,47,48,4057.16,1155.00,9203.00,1932.10,1626.32,1023.87,2735.14,462.43,1301.05,819.10,2188.11,369.94
36254,Insertion of catheter into main and accessory renal artery for imaging,N,F,269,550,539,546,1672.87,133.00,15712.00,1701.09,326.87,75.00,492.99,86.44,259.14,60.00,394.39,69.45
36254,Insertion of catheter into main and accessory renal artery for imaging,N,O,23,100,98,100,2744.20,1245.00,12060.00,1656.55,1865.23,1065.78,3014.55,354.10,1492.18,852.62,2411.64,283.28
36260,Insertion of implantable arterial infusion pump,N,F,27,54,53,53,3019.94,674.08,4550.00,1557.89,413.71,299.84,688.10,116.58,329.03,239.87,550.48,89.94
36261,Revision of implanted arterial infusion pump,N,F,13,13,13,13,1403.45,375.93,4475.00,1059.94,356.99,34.28,865.48,197.76,285.59,27.42,692.38,158.21
36262,Removal of implanted arterial infusion pump,N,F,27,39,38,39,1050.64,239.58,2718.00,541.32,309.40,141.86,906.81,117.56,242.47,113.49,725.45,93.16
36299,Blood vessel injection procedure,N,F,158,318,226,232,1102.70,20.00,10366.00,1563.54,182.87,10.94,1405.49,233.18,145.90,8.75,1124.39,186.72
36410,Insertion of needle into vein for dignostic procedure,N,F,6829,22669,21568,22445,76.93,8.00,1727.25,67.62,9.26,4.31,12.41,0.95,7.33,0.00,9.93,0.86
36410,Insertion of needle into vein for dignostic procedure,N,O,4194,206857,114929,205856,32.24,0.01,640.00,18.47,18.22,0.01,21.45,2.20,13.39,0.00,16.98,2.02
36415,Insertion of needle into vein for collection of blood sample,N,F,824,587436,98268,586890,8.45,0.01,359.00,3.94,3.00,0.01,3.00,0.00,3.00,0.00,3.00,0.06
36415,Insertion of needle into vein for collection of blood sample,N,O,152444,61730280,25348994,61677061,14.19,0.01,1190.00,7.46,3.00,0.01,5.09,0.01,2.99,0.00,5.09,0.03
36425,Incision of vein for insertion of needle or catheter,N,F,107,260,252,254,207.05,18.00,1000.00,169.80,28.05,18.00,47.53,8.97,22.39,14.40,38.02,7.21
36425,Incision of vein for insertion of needle or catheter,N,O,131,3074,2025,3073,38.02,3.00,276.00,26.14,28.74,3.00,47.53,11.51,20.49,0.00,38.02,8.54
36430,Transfusion of blood or blood products,N,F,61,90,85,90,111.54,85.00,270.00,40.18,33.09,27.17,36.43,2.05,24.25,0.00,29.14,3.99
36430,Transfusion of blood or blood products,N,O,367,8518,3884,8203,137.36,30.97,3397.00,111.70,34.37,25.28,46.47,3.41,27.06,0.00,37.18,3.01
36455,Exchange blood transfusion,N,F,5,21,19,21,524.95,244.00,600.00,93.61,76.01,58.96,122.05,26.99,56.47,6.64,97.64,22.85
36468,"Injection of chemical agent into spider veins of arm, leg, or trunk",N,O,23,31,26,31,286.63,100.00,415.23,100.99,123.49,0.01,177.73,44.51,97.34,0.01,142.18,35.23
36470,Injection of chemical agent into single vein,N,F,183,574,469,548,327.79,42.73,1710.25,291.06,59.26,8.84,136.29,16.61,45.88,0.00,109.03,13.42
36470,Injection of chemical agent into single vein,N,O,992,8441,5750,7915,317.42,25.00,1232.43,147.55,122.94,17.98,257.30,28.86,95.23,0.00,205.84,23.22
36471,Injection of chemical agent into multiple veins of same leg,N,F,358,2136,1459,1977,424.86,52.17,2500.00,277.15,91.31,26.54,165.65,24.49,68.96,0.00,123.86,18.41
36471,Injection of chemical agent into multiple veins of same leg,N,O,2542,96351,34598,86350,400.92,25.00,2900.00,207.01,164.58,24.35,315.00,36.99,127.39,0.00,252.00,29.13
36475,Destruction of insufficient vein of arm or leg,N,F,1153,8479,6496,8243,3685.11,178.57,23155.00,3151.28,475.76,148.06,2620.84,450.68,375.69,0.00,2096.67,359.34
36475,Destruction of insufficient vein of arm or leg,N,O,2014,59431,33388,58217,4489.53,15.00,35661.21,1605.46,1811.13,15.00,3289.22,174.86,1429.28,0.00,2631.38,146.77
36476,Destruction of insufficient vein of arm or leg using imaging guidance,N,F,281,1006,845,927,1398.10,166.03,20000.00,1609.10,208.34,153.49,707.89,106.78,165.39,19.61,566.31,84.70
36476,Destruction of insufficient vein of arm or leg using imaging guidance,N,O,756,6534,4809,6245,1352.33,230.53,9000.00,787.78,399.12,230.53,617.13,31.12,316.19,76.81,493.70,27.32
36478,Laser destruction of incompetent vein of arm or leg,N,F,695,4123,3363,4054,3097.46,179.44,34735.00,2767.80,370.57,148.88,1251.40,198.13,291.65,0.00,1001.12,158.15
36478,Laser destruction of incompetent vein of arm or leg,N,O,2373,65627,38086,65121,4201.97,700.00,30000.00,1929.93,1444.80,638.96,2426.81,131.63,1139.84,0.00,1941.45,111.62
36479,Laser destruction of insufficient vein of arm or leg using imaging guidance,N,F,179,594,479,527,1330.44,176.63,18903.00,1997.05,213.29,123.23,1102.60,111.22,168.81,63.42,882.08,90.12
36479,Laser destruction of insufficient vein of arm or leg using imaging guidance,N,O,930,11024,7238,10060,1280.42,250.00,7800.00,723.64,424.87,250.00,629.72,35.22,336.43,0.00,503.78,31.71
36481,Insertion of catheter into portal vein of liver,N,F,412,684,651,672,1548.88,180.00,7904.00,1059.12,289.80,166.69,422.35,81.89,229.98,15.00,337.88,67.05
36481,Insertion of catheter into portal vein of liver,N,O,3,27,24,27,1577.63,600.00,1643.20,235.78,1508.20,600.00,1568.21,216.50,1206.56,480.00,1254.57,173.20
36500,Insertion of catheter into vein with collection of blood sample,N,F,361,1521,1162,1174,620.28,93.45,4479.00,296.62,112.38,66.84,218.69,28.11,88.46,9.05,174.95,22.75
36500,Insertion of catheter into vein with collection of blood sample,N,O,18,35,27,31,329.64,5.00,950.00,195.80,126.03,5.00,205.68,52.69,96.30,0.00,164.54,44.58
36511,Mechanical separation of white blood cells from the blood,N,F,108,208,158,206,466.40,89.24,1157.00,300.39,95.82,79.88,109.14,6.49,73.66,0.00,87.31,12.66
36511,Mechanical separation of white blood cells from the blood,N,O,16,54,35,54,139.79,39.00,310.00,74.35,97.02,39.00,108.05,9.58,75.89,31.20,86.44,7.55
36512,Mechanical separation of red blood cells from blood,N,F,156,861,434,861,347.21,88.57,1044.00,184.82,92.33,44.01,103.96,6.41,70.37,0.00,83.17,8.86
36513,Mechanical separation of platelet cells from blood,N,F,92,416,370,410,452.42,72.21,3742.00,601.45,118.18,1.76,533.48,141.26,92.03,1.41,426.78,108.81
36513,Mechanical separation of platelet cells from blood,N,O,22,203,101,202,280.14,100.00,2000.00,189.70,98.81,49.74,121.18,30.63,79.05,39.79,96.94,24.50
36514,Mechanical separation of plasma from wopening blood,N,F,1461,23586,6886,23479,606.06,78.50,4840.00,550.54,95.44,21.10,519.00,36.69,75.37,0.00,412.72,29.33
36514,Mechanical separation of plasma from wopening blood,N,O,163,994,370,983,856.34,3.00,2736.00,559.49,423.38,3.00,638.93,188.50,324.42,0.00,511.14,154.64
36515,Mechanical separation of plasma and abnormal antibodies from blood,N,F,13,37,20,37,1240.76,89.15,6995.00,2329.31,93.66,42.93,105.02,9.94,74.93,34.34,84.02,7.95
36515,Mechanical separation of plasma and abnormal antibodies from blood,N,O,15,17,16,17,570.35,3.00,4259.00,1132.41,430.61,3.00,1883.32,750.92,340.41,0.00,1506.66,603.00
36516,Mechanical separation of plasma and abnormal antibodies from blood,N,F,56,636,158,636,489.10,64.03,9931.00,869.02,71.32,32.36,85.76,10.97,54.95,25.89,68.61,10.11
36516,Mechanical separation of plasma and abnormal antibodies from blood,N,O,85,1205,198,1204,5480.05,16.00,12345.00,2720.05,2109.68,16.00,2518.32,206.64,1644.29,12.80,2009.06,244.49
36522,Mechanical separation of white blood cells and platelets from blood,N,F,231,7693,1216,7689,1494.60,99.11,6539.83,1416.89,101.85,48.47,117.91,9.18,79.38,0.00,94.33,8.72
36555,Insertion of catheter in vein for infusion,N,F,54,59,55,58,914.27,300.00,2349.00,443.61,122.63,99.92,137.41,6.67,98.10,79.94,109.93,5.33
36556,Insertion of catheter in vein for infusion,N,F,74065,500402,478920,494439,562.96,21.37,8400.00,343.64,121.71,9.76,498.36,8.39,96.64,0.00,398.69,7.39
36556,Insertion of catheter in vein for infusion,N,O,611,1406,1359,1399,704.23,11.00,4395.00,610.54,222.23,11.00,289.77,49.40,175.49,8.80,231.82,40.99
36557,Insertion of catheter in vein for infusion,N,F,46,58,52,58,2343.64,300.00,5154.00,1371.18,301.76,153.04,403.16,62.61,241.40,122.43,322.53,50.09
36558,Insertion of catheter in vein for infusion,N,F,11285,123008,115405,122227,1355.93,24.75,19787.00,887.16,265.95,3.80,1322.53,42.54,211.06,0.00,1058.02,34.32
36558,Insertion of catheter in vein for infusion,N,O,1032,9921,9477,9899,2039.72,280.21,7088.00,629.29,712.00,77.98,1022.50,97.37,560.30,0.00,818.00,80.82
36560,Insertion of catheter in vein and implanted device for infusion,N,F,23,27,27,27,3141.28,382.61,7953.00,2013.79,379.08,175.55,1180.78,165.15,303.26,140.44,944.62,132.12
36561,Insertion of catheter in vein and implanted device for infusion,N,F,16990,127434,126096,127233,2093.57,0.01,35450.00,1425.10,386.11,0.01,1783.85,184.34,305.91,0.00,1427.08,146.61
36561,Insertion of catheter in vein and implanted device for infusion,N,O,789,4204,4183,4202,3262.89,20.00,9600.00,1378.89,1196.04,20.00,1535.90,156.85,942.06,0.00,1228.72,130.74
36563,Insertion of catheter in vein and implanted device for infusion,N,F,386,1108,1083,1105,1765.39,94.24,11890.00,1222.15,372.10,23.46,1365.29,111.65,294.85,0.00,1092.23,88.13
36563,Insertion of catheter in vein and implanted device for infusion,N,O,17,18,17,17,2270.91,50.00,5500.00,1422.07,1131.91,50.00,1606.76,380.92,846.46,0.00,1285.41,406.13
36565,Insertion of two catheters in two veins for infusion,N,F,612,3658,3203,3457,1432.51,150.00,17000.00,1070.37,326.79,27.81,1203.29,57.96,260.30,22.25,962.63,46.93
36565,Insertion of two catheters in two veins for infusion,N,O,34,126,86,126,1528.64,250.00,3580.00,1131.11,672.42,250.00,1223.23,350.27,532.35,190.47,978.58,284.25
36566,Insertion of catheter in vein for infusion,N,F,369,789,754,787,2475.07,45.00,18978.00,2986.32,361.74,25.93,537.45,62.79,287.00,0.00,429.96,54.67
36566,Insertion of catheter in vein for infusion,N,O,6,13,13,13,1639.04,4.25,9216.52,2787.29,1284.56,4.25,4974.01,1976.03,1027.65,3.40,3979.21,1580.83
36568,Insertion of catheter in vein for infusion,N,F,11,13,13,13,861.31,250.00,2904.00,641.48,121.23,78.74,444.90,93.76,89.56,0.00,355.92,79.56
36569,Insertion of catheter in vein for infusion,N,F,9764,224312,210513,223942,452.81,56.00,4166.91,288.81,90.54,6.23,547.57,7.44,71.59,0.00,438.06,6.20
36569,Insertion of catheter in vein for infusion,N,O,707,3104,2897,3087,754.72,80.00,3465.00,359.44,246.03,64.38,319.08,30.63,192.70,15.00,255.26,27.04
36571,Insertion of catheter in vein for infusion,N,F,1962,7306,7209,7296,1916.48,111.38,11121.60,1482.73,329.43,8.78,1176.40,112.54,261.19,7.02,910.29,89.87
36571,Insertion of catheter in vein for infusion,N,O,93,424,360,424,2313.21,200.00,4945.00,846.50,1096.24,200.00,1577.72,305.84,863.98,40.00,1262.18,249.67
36575,Repair of central venous catheter for infusion,N,F,726,1144,1084,1138,282.23,28.00,5570.00,293.97,34.47,2.88,261.89,14.58,27.17,0.00,209.51,11.97
36575,Repair of central venous catheter for infusion,N,O,390,1351,1186,1339,440.63,41.00,5000.00,193.81,164.93,30.52,214.72,22.93,124.84,0.00,171.78,23.67
36576,Repair of central venous catheter for infusion,N,F,465,500,494,498,889.91,100.00,9894.41,871.51,194.43,87.14,572.94,62.90,152.37,0.00,458.35,53.66
36576,Repair of central venous catheter for infusion,N,O,50,63,56,62,758.19,150.00,2888.00,457.53,333.00,150.00,449.38,79.60,264.62,120.00,359.50,65.00
36578,Catheter replacement of central venous access device,N,F,387,557,539,554,999.59,102.00,7984.00,659.53,206.44,17.49,1013.24,72.75,163.53,13.99,810.59,59.06
36578,Catheter replacement of central venous access device,N,O,11,12,12,12,1056.51,300.00,1551.75,469.68,394.25,242.23,582.63,126.30,315.40,193.78,466.10,101.04
36580,Replacement of central venous catheter,N,F,3043,6208,5844,6147,460.82,53.24,3750.00,369.37,67.14,25.02,444.90,13.44,53.36,0.00,355.92,11.14
