HCPCS Code,HCPCS Description,HCPCS Drug Indicator,Place of Service,Number of Providers,Number of Services,Number of Unique Beneficiary/Provider Interactions,Number of Distinct Medicare Beneficiary/Per Day Services,Average Submitted Charge Amount,Minimum Submitted Charge Amount,Maximum Submitted Charge Amount,Standard Deviation of Submitted Charge Amount,Average Medicare Allowed Amount,Minimum Medicare Allowed Amount,Maximum Medicare Allowed Amount,Standard Deviation of Medicare Allowed Amount,Average Medicare Payment Amount,Minimum Medicare Payment Amount,Maximum Medicare Payment Amount,Standard Deviation of Medicare Payment Amount
62368,Electronic analysis and reprogramming of spinal canal drug infusion pump,N,O,2511,39408,15214,39384,207.36,24.92,2529.00,138.58,55.91,24.92,70.67,4.84,41.25,0.00,55.62,5.56
62369,Electronic analysis reprogramming and refill of spinal canal drug infusion pump,N,F,448,5958,2948,5957,307.20,32.77,7500.00,252.71,32.18,27.64,128.66,4.81,23.05,0.00,100.87,4.61
62369,Electronic analysis reprogramming and refill of spinal canal drug infusion pump,N,O,1170,39548,14265,39527,349.77,43.55,1430.00,189.73,122.73,43.55,167.65,12.70,89.41,0.00,131.44,12.45
62370,Electronic analysis reprogramming and refill of spinal canal drug infusion pump by physician,N,F,1265,19702,8371,19698,380.87,44.00,9232.04,340.72,45.76,7.57,132.48,7.38,33.43,0.00,103.86,6.33
62370,Electronic analysis reprogramming and refill of spinal canal drug infusion pump by physician,N,O,1885,64112,20896,64078,362.21,86.00,2321.00,217.04,131.14,4.84,172.23,12.09,97.36,0.00,135.19,11.66
63001,Partial removal of bone with release of spinal cord or spinal nerves,N,F,991,1426,1419,1423,4383.59,175.25,46000.00,3453.95,611.30,73.74,2058.13,352.54,476.40,0.00,1613.57,278.55
63003,Partial removal of bone with release of spinal cord or spinal nerves,N,F,621,946,935,941,4691.59,182.73,34968.00,4382.81,723.46,74.61,2178.55,422.21,558.38,0.00,1718.80,331.03
63005,Partial removal of bone with release of spinal cord or spinal nerves,N,F,995,2409,2379,2392,3798.47,45.93,30000.00,2770.26,694.02,45.93,2311.74,430.76,541.84,0.00,1812.40,337.04
63005,Partial removal of bone with release of spinal cord or spinal nerves,N,O,10,13,11,11,3353.13,1196.00,7787.00,2422.24,727.39,77.46,1293.70,426.07,571.88,61.97,1014.26,333.49
63011,Partial removal of bone with release of spinal cord or spinal nerves,N,F,113,543,531,536,4270.93,86.54,33219.00,3855.83,438.79,65.78,1263.93,249.44,339.10,45.20,990.92,193.92
63012,Partial removal of bone with release of spinal cord or spinal nerves,N,F,1580,4480,4374,4384,3725.44,81.30,34000.00,2674.01,423.90,71.12,1547.65,272.99,329.45,0.00,1213.36,212.93
63012,Partial removal of bone with release of spinal cord or spinal nerves,N,O,12,13,12,12,4510.85,1306.62,6967.00,1489.30,669.96,95.32,1340.38,296.76,525.25,74.73,1050.85,232.66
63015,Partial removal of bone with release of spinal cord or spinal nerves,N,F,1693,3523,3512,3519,5418.39,219.99,68750.00,4812.30,1062.62,87.62,2015.10,541.68,830.52,0.00,1579.84,426.57
63016,Partial removal of bone with release of spinal cord or spinal nerves,N,F,368,440,437,440,4995.92,275.19,57100.00,4268.90,1017.55,97.86,1980.17,534.81,794.09,0.00,1584.14,427.26
63017,Partial removal of bone with release of spinal cord or spinal nerves,N,F,693,1612,1584,1589,4267.12,29.87,41388.00,3277.58,742.16,29.87,1641.26,456.53,576.95,0.00,1286.75,357.82
63020,Partial removal of bone with release of spinal cord or spinal nerves of 1 interspace in upper spine,N,F,1483,2495,2469,2482,5227.28,94.08,44400.00,6024.47,771.55,69.70,2117.39,503.53,597.39,0.00,1660.03,395.53
63030,Partial removal of bone with release of spinal cord or spinal nerves of 1 interspace in lower spine,N,F,7612,48163,47332,47808,4622.38,30.00,71036.00,5305.02,643.74,1.36,1861.73,390.88,500.84,0.00,1459.59,305.20
63030,Partial removal of bone with release of spinal cord or spinal nerves of 1 interspace in lower spine,N,O,96,130,129,130,12008.54,677.00,58292.00,15744.69,789.16,64.70,1660.20,461.85,623.43,50.72,1328.16,365.46
63035,Partial removal of bone with release of spinal cord or spinal nerves each additional interspace in upper or lower spine,N,F,3512,15461,11801,11841,1408.30,24.56,28740.00,1718.81,155.70,18.99,374.87,94.74,121.63,0.00,293.90,74.24
63035,Partial removal of bone with release of spinal cord or spinal nerves each additional interspace in upper or lower spine,N,O,14,23,16,16,862.89,385.14,1428.00,418.49,175.14,30.57,330.86,89.30,138.30,23.97,264.69,71.21
63040,Re-exploration of spine repair with release of spinal nerves,N,F,345,441,437,437,4977.38,225.88,41038.00,4522.03,985.47,84.58,2481.72,638.61,774.17,67.66,1985.38,502.40
63042,Re-exploration of spine repair with release of spinal cord or nerves,N,F,5457,23666,22919,23505,5355.77,82.73,69694.00,4719.67,846.71,78.13,2328.47,578.84,658.73,0.00,1839.26,452.13
63042,Re-exploration of spine repair with release of spinal cord or nerves,N,O,57,61,61,61,6505.79,239.54,40215.00,8170.35,861.61,81.45,2229.95,619.90,678.88,63.86,1748.28,488.41
63043,Re-exploration of spine repair with release of spinal cord or nerves,N,F,134,269,160,160,1453.03,40.00,11230.00,1337.76,298.52,14.22,1020.93,206.99,234.67,0.00,800.41,163.60
63044,Re-exploration of spine repair with release of spinal cord or nerves,N,F,2563,12472,8326,8467,1859.45,39.60,24000.00,1749.47,266.16,21.48,883.37,193.53,208.39,0.00,692.57,152.02
63044,Re-exploration of spine repair with release of spinal cord or nerves,N,O,11,15,12,12,2347.03,355.47,5750.00,1352.92,372.91,37.68,647.34,195.05,293.60,29.54,517.87,154.34
63045,Partial removal of upper spine bone with release of spinal cord or nerves,N,F,4390,12525,12444,12494,4714.53,86.54,56633.50,4184.18,612.04,63.38,1844.35,388.87,475.40,0.00,1475.48,303.54
63045,Partial removal of upper spine bone with release of spinal cord or nerves,N,O,30,32,32,32,4302.72,225.16,42255.00,7054.24,580.89,80.29,1574.00,460.71,458.57,62.95,1234.02,363.12
63046,Partial removal of middle spine bone with release of spinal cord or nerves,N,F,2708,4612,4504,4571,4615.65,131.72,74962.00,4203.03,603.12,72.33,1569.39,391.99,469.80,0.00,1255.51,307.42
63046,Partial removal of middle spine bone with release of spinal cord or nerves,N,O,14,14,14,14,4291.49,500.00,8808.00,2691.00,686.13,76.50,1323.85,471.80,541.58,59.98,1059.08,372.62
63047,Partial removal of middle spine bone with release of spinal cord or nerves,N,F,9574,149816,147762,149153,4187.90,49.63,55556.33,3781.97,565.52,2.57,1415.79,350.86,440.52,0.00,1127.60,273.68
63047,Partial removal of middle spine bone with release of spinal cord or nerves,N,O,212,312,310,311,3912.61,203.04,25500.00,3597.81,611.09,69.03,1319.40,414.43,475.39,34.30,1034.41,327.71
63048,Partial removal of spine bone with release of spinal cord or nerves,N,F,9251,202497,113634,114580,1271.08,20.10,30000.00,1472.32,146.99,20.10,279.34,83.56,114.87,0.00,222.58,65.37
63048,Partial removal of spine bone with release of spinal cord or nerves,N,O,169,401,234,235,1071.99,37.36,13000.00,1501.43,148.28,26.61,279.34,87.43,115.90,7.08,220.49,68.98
63050,Reconstruction of bone around spinal canal with release of spinal cord,N,F,121,151,149,151,5463.90,320.00,56000.00,6427.50,1021.23,101.14,2090.95,628.04,801.37,80.91,1647.67,495.03
63051,Reconstruction of bone around spinal canal with release of spinal cord,N,F,705,1372,1369,1369,6892.60,260.96,72070.00,7551.37,1241.70,108.54,2212.92,687.23,969.50,53.70,1752.64,540.69
63055,Reconstruction of bone around spinal canal with release of spinal cord,N,F,666,898,885,894,6205.59,211.30,64950.00,5689.06,1078.53,12.58,2198.39,612.98,844.09,0.00,1723.54,485.05
63056,Release of lower spinal cord or nerves,N,F,2574,12863,12643,12807,4759.00,57.50,50300.00,4057.01,717.29,57.50,1909.64,498.59,557.97,0.00,1507.34,390.43
63056,Release of lower spinal cord or nerves,N,O,19,22,22,22,9095.62,318.39,41893.00,11399.29,948.93,108.61,1698.33,580.85,747.88,85.15,1331.49,458.70
63057,Release of lower spinal cord or nerves,N,F,838,5271,3663,3690,1633.07,47.00,20400.00,1479.07,218.43,37.96,421.14,132.19,170.26,0.00,336.91,103.50
63064,Release of spinal cord or nerves,N,F,172,204,201,202,6093.36,390.00,50200.00,6477.54,1120.87,110.74,2134.66,649.71,874.69,0.00,1673.58,515.39
63066,Release of spinal cord or nerves,N,F,35,43,37,37,1060.07,143.32,4167.00,924.70,170.68,25.42,256.28,73.99,134.61,19.93,200.92,58.19
63075,Removal of upper spine disc and release of spinal cord or nerves,N,F,725,1879,1867,1873,4285.32,179.76,27500.00,3168.34,790.13,66.62,1656.78,490.55,616.52,0.00,1325.42,384.07
63076,Removal of upper spine disc and release of spinal cord or nerves,N,F,380,1160,838,840,1163.35,43.44,14760.00,1113.06,180.45,29.89,305.15,99.71,141.65,23.57,241.81,78.28
63077,Removal of middle spine disc and release of spinal cord or nerves,N,F,162,277,275,276,4746.68,196.50,39000.00,3596.35,639.96,75.29,1887.51,399.01,498.45,59.63,1510.01,315.40
63078,Removal of middle spine disc and release of spinal cord or nerves,N,F,46,118,87,87,1019.09,55.00,4200.00,935.26,124.56,24.67,209.14,77.78,98.20,19.34,167.31,61.33
63081,Partial or complete removal of upper spine bone with release of spinal cord or nerves,N,F,3468,10102,9967,10068,5751.52,120.50,55400.00,4503.28,1200.85,7.57,2564.33,706.14,932.41,0.00,2010.43,551.58
63081,Partial or complete removal of upper spine bone with release of spinal cord or nerves,N,O,15,15,15,15,7397.68,1875.00,18879.00,4631.05,1457.85,222.06,2084.91,669.01,1150.20,174.10,1667.84,527.27
63082,Partial or complete removal of upper spine bone with release of spinal cord or nerves,N,F,1939,9133,5668,5719,1379.19,34.52,19636.36,1533.99,183.51,31.54,354.49,110.63,142.63,0.00,283.59,86.45
63085,Partial or complete removal of middle spine bone with release of spinal cord or nerves,N,F,491,596,589,595,6478.66,206.48,45000.00,4736.35,1144.43,82.75,2432.02,634.02,898.95,0.00,1945.62,499.77
63086,Partial or complete removal of middle spine bone with release of spinal cord or nerves,N,F,203,287,237,238,1239.50,20.76,12600.00,1545.55,127.60,20.76,228.34,60.33,100.72,16.28,182.67,47.60
63087,Partial or complete removal of middle or lower spine bone with release of spinal cord or nerves,N,F,413,574,566,571,7342.73,700.00,48726.00,5679.89,1519.29,216.58,3049.69,857.33,1194.91,169.79,2439.75,675.37
63088,Partial or complete removal of middle or lower spine bone with release of spinal cord or nerves,N,F,142,320,211,216,1310.32,100.00,11500.00,1329.46,188.25,30.81,327.75,95.74,147.40,24.16,262.20,75.97
63090,Partial or complete removal of spine bone with release of spinal cord or nerves,N,F,709,2337,2323,2332,5857.05,0.01,45727.00,4526.53,1176.87,0.01,2463.42,723.67,917.75,0.00,1931.33,568.87
63091,Partial or complete removal of spine bone with release of spinal cord or nerves,N,F,354,2165,1407,1412,1090.58,27.13,12500.00,1226.08,113.17,17.93,223.44,71.04,88.37,0.00,178.75,55.97
63101,Partial or complete removal of middle spine bone with release of spinal cord or nerves,N,F,543,773,763,770,7305.99,303.21,45000.00,4775.06,1740.76,101.47,3042.14,867.01,1364.01,0.00,2385.04,685.22
63102,Partial or complete removal of lower spine bone with release of spinal cord or nerves,N,F,342,640,639,640,5696.56,290.55,42840.00,4996.55,1411.13,138.56,2791.58,879.32,1100.55,110.85,2188.59,688.26
63103,Partial or complete removal of spine bone with release of spinal cord or nerves,N,F,250,613,464,466,1120.02,38.08,20879.00,1486.74,202.38,34.92,348.75,118.57,159.07,27.38,273.42,93.13
63170,Removal of the spine bone around spinal canal,N,F,16,20,20,20,5752.44,1268.28,17428.00,3483.28,1250.42,105.53,1744.33,522.86,984.65,82.73,1395.46,412.73
63172,Drainage of spinal cord cyst or fluid-filled cavity into spinal canal,N,F,85,100,96,99,5241.67,268.92,36716.00,4291.01,865.20,83.83,1779.38,519.18,672.83,65.72,1395.03,409.65
63173,Drainage of spinal cord cyst or fluid-filled cavity into lung or abdomen,N,F,28,31,28,31,6501.97,832.60,17300.00,3692.11,1302.16,215.61,2048.34,640.33,989.96,52.36,1638.67,526.96
63180,Removal of upper spine bone with removal of ligaments,N,F,9,15,15,15,3623.71,1000.00,5150.00,1496.06,518.34,93.04,1224.51,409.73,410.06,72.94,973.08,324.43
63185,Removal of spine bone with severing of nerve roots,N,F,90,239,232,237,2779.64,180.82,28250.00,3521.85,533.89,72.51,1597.44,385.35,419.49,39.14,1252.39,303.74
63190,Removal of spine bone with severing of nerve roots,N,F,46,174,160,173,5004.71,1160.74,33810.00,3871.95,719.90,78.23,1648.73,461.63,553.25,61.33,1318.98,352.97
63200,Removal of lower spine bone with release of frayed spinal cord,N,F,140,165,163,164,5994.02,249.41,37174.00,5374.02,1068.68,90.10,2052.86,596.43,832.90,12.04,1609.44,472.72
63250,Removal of upper spine bone and arteriovenous malformation,N,F,14,14,14,14,9435.44,2750.22,18524.00,4660.67,2345.82,389.33,3563.78,1048.39,1850.27,305.23,2851.02,829.08
63251,Removal of upper spine bone and arteriovenous malformation,N,F,59,63,63,63,10513.47,435.45,63000.00,8496.89,2462.98,389.61,4099.74,1076.00,1895.45,180.95,3279.79,861.85
63252,Removal of upper spine bone and arteriovenous malformation,N,F,31,35,33,35,8875.26,1150.00,17772.00,4378.86,2432.51,383.14,4099.40,1122.38,1919.09,300.38,3279.52,887.49
63265,Removal of upper spine bone and growth,N,F,504,602,582,583,5300.37,227.92,42000.00,3976.10,1151.31,100.20,2223.32,634.28,904.20,78.56,1743.09,498.41
63266,Removal of middle spine bone and growth,N,F,856,1073,1025,1038,5710.16,223.90,52800.00,4691.27,1239.74,103.10,2293.62,643.48,970.73,0.00,1834.90,507.81
63267,Removal of lower spine bone and growth,N,F,3425,8968,8685,8759,4198.86,30.00,45000.00,3203.85,808.85,1.96,1811.03,517.10,629.49,0.00,1448.82,405.36
63267,Removal of lower spine bone and growth,N,O,19,21,21,21,4492.03,1238.00,7361.00,1757.45,1011.35,188.77,1811.03,524.41,763.56,148.00,1419.84,388.53
63268,Removal of sacral spine bone and growth,N,F,72,100,99,99,4824.51,255.47,26048.00,4254.70,860.81,89.67,1785.73,581.94,677.77,70.31,1400.01,457.66
63270,Removal of upper spine bone and growth,N,F,85,88,86,88,5921.88,295.12,18983.00,3897.97,1553.82,154.64,2795.57,849.88,1208.30,121.24,2191.73,668.60
63271,Removal of middle spine bone and growth,N,F,293,356,331,333,6156.05,263.44,53200.00,4434.30,1471.40,149.56,2776.92,807.04,1131.31,0.00,2177.11,644.72
63272,Removal of lower spine bone and growth,N,F,314,389,373,375,5774.12,247.88,53200.00,5372.44,1341.59,123.00,2550.50,720.72,1051.89,98.40,1999.59,569.42
63273,Removal of sacral spine bone and growth,N,F,12,12,12,12,7857.31,1319.75,40700.00,10339.86,1168.78,125.45,2100.28,777.50,923.09,100.36,1680.22,613.57
63275,Removal or biopsy of upper spine bone growth,N,F,226,250,244,244,6887.81,175.00,30000.00,4952.72,1356.30,121.53,2400.53,695.89,1064.08,0.00,1882.01,551.83
63276,Removal or biopsy of middle spine bone growth,N,F,945,1282,1235,1246,6615.12,232.07,52800.00,5869.25,1282.51,111.22,2378.12,669.10,1003.30,0.00,1889.82,529.32
63277,Removal or biopsy of lower spine bone growth,N,F,630,852,829,831,5849.17,31.98,38910.00,5266.86,957.98,31.98,2036.80,591.90,745.10,0.00,1629.44,468.05
63278,Removal or biopsy of sacral spine bone growth,N,F,65,72,70,72,5507.39,216.59,26137.00,3858.78,1198.72,113.52,1951.28,578.65,943.80,89.00,1529.80,454.36
63280,Removal or biopsy of upper spine bone growth,N,F,211,236,233,233,7657.60,274.71,58800.00,6411.23,1656.41,139.04,2850.45,799.76,1304.73,109.01,2234.75,630.67
63281,Removal or biopsy of middle spine bone growth,N,F,615,695,684,686,6842.33,271.79,55000.00,5792.63,1542.07,134.78,2814.34,823.11,1211.28,0.00,2206.44,651.24
63282,Removal or biopsy of lower spine bone growth,N,F,434,485,475,475,6659.03,269.33,48080.00,6450.76,1402.46,134.51,2646.20,789.08,1091.96,105.46,2116.96,623.85
63283,Removal or biopsy of sacral spine bone growth,N,F,17,18,18,18,8932.34,1290.00,20353.00,5629.85,1612.70,258.98,2333.83,596.02,1223.93,203.04,1829.72,515.97
63285,Removal or biopsy of upper spine bone growth,N,F,61,68,63,66,8663.84,1370.00,48080.00,8139.32,1973.89,279.00,3078.25,979.41,1556.53,218.74,2462.60,772.76
63286,Removal or biopsy of middle spine bone growth,N,F,109,119,115,115,8444.63,375.94,42687.50,7280.78,1934.87,244.16,3455.38,1044.09,1522.18,195.33,2736.66,822.39
63287,Removal or biopsy of lower spine bone growth,N,F,58,58,58,58,9271.52,1197.00,36198.00,7492.84,1938.13,329.93,3294.43,1148.45,1500.09,89.93,2582.83,914.74
63290,Removal or biopsy of spine bone growth,N,F,57,64,63,64,9457.61,384.31,22824.15,5868.97,2188.55,346.48,3656.14,1064.86,1724.05,268.00,2924.91,841.20
63295,Reconstruction of spine bone following spinal procedure,N,F,81,99,99,99,1345.22,72.65,16183.00,1673.46,265.96,41.03,454.42,118.11,208.17,32.16,363.54,93.72
63300,Partial or complete removal of upper spine bone growth,N,F,164,181,179,181,5181.80,324.77,20800.00,3299.49,1305.87,123.76,2424.13,723.12,1024.19,0.00,1939.30,574.57
63301,Partial or complete removal of middle spine bone growth,N,F,93,106,106,106,6143.00,700.00,22900.00,3556.76,1396.32,151.96,2530.93,697.26,1073.16,41.94,1984.25,553.62
63302,Partial or complete removal of middle spine bone growth,N,F,41,42,42,42,6571.66,319.20,25000.00,4574.27,1241.26,190.76,2495.31,730.30,977.90,152.61,1996.25,575.82
63303,Partial or complete removal of lower or sacral spine bone growth,N,F,67,81,80,80,5860.42,716.60,18187.50,3548.41,1466.34,164.64,2847.91,787.59,1156.33,129.08,2232.76,620.91
63304,Partial or complete removal of upper spine bone growth,N,F,21,21,21,21,5614.31,413.27,22640.00,4809.85,1584.49,276.64,2816.72,984.15,1183.08,221.31,2208.31,785.02
63305,Partial or complete removal of middle spine bone growth,N,F,14,14,14,14,5901.58,1471.00,10120.00,2804.82,1639.67,305.87,2704.88,891.68,1288.42,244.70,2120.62,700.37
63308,Partial or complete removal of spine bone growth,N,F,129,234,161,164,1178.19,57.55,8000.00,1116.00,223.49,38.16,379.27,118.57,175.09,7.04,297.35,93.75
63600,Creation of stereotactic spinal cord lesion,N,F,40,346,232,334,1940.13,477.50,5000.00,908.21,857.71,152.84,1040.99,141.38,652.49,41.75,802.48,111.48
63600,Creation of stereotactic spinal cord lesion,N,O,7,27,17,25,1701.83,900.00,4000.00,553.76,924.76,875.20,1040.99,43.46,707.71,72.43,816.13,129.22
63620,Stereotactic treatment of spine growth,N,F,142,420,392,420,4653.94,570.00,56666.78,3949.74,1119.97,147.78,1462.81,179.79,875.94,0.00,1146.84,150.90
63620,Stereotactic treatment of spine growth,N,O,17,26,23,26,3948.62,1099.09,9193.00,2570.60,1132.93,923.78,1314.49,93.95,892.36,724.24,1030.56,73.56
63621,Stereotactic treatment of spine growth,N,F,42,95,65,74,1291.36,130.00,6966.00,1315.74,247.04,34.89,306.04,36.98,194.77,27.91,239.94,29.03
63650,Implantation of spinal neurostimulator electrodes,N,F,3776,40525,20195,23966,5189.69,85.00,93250.00,6263.70,1246.85,85.00,4981.78,1451.05,966.47,0.00,3905.71,1129.49
63650,Implantation of spinal neurostimulator electrodes,N,O,1864,22571,12779,13158,2044.09,338.69,25000.00,1880.69,340.25,205.39,498.57,33.53,262.92,0.00,390.88,29.07
63655,Implantation of spinal neurostimulator electrodes,N,F,2331,10417,10045,10123,3337.90,108.77,57666.67,3869.68,709.78,52.21,7810.73,893.46,546.47,0.00,6186.10,689.35
63655,Implantation of spinal neurostimulator electrodes,N,O,34,41,40,40,2720.61,420.40,6630.00,1502.49,618.56,58.24,953.45,333.83,486.15,45.66,747.50,262.24
63661,Removal or revision of spinal neurostimulator electrodes,N,F,1964,4121,3648,3670,2393.12,46.56,39403.00,2619.66,234.47,20.27,982.30,163.00,180.76,0.00,770.12,127.77
63661,Removal or revision of spinal neurostimulator electrodes,N,O,228,726,630,640,1652.46,166.20,50000.00,2172.51,528.72,36.28,703.94,76.68,406.90,29.02,555.64,66.25
63662,Removal of spinal neurostimulator electrodes,N,F,1356,2416,2351,2360,2650.51,79.32,30000.00,3419.44,531.50,48.84,912.46,278.99,403.11,0.00,724.54,218.72
63663,Revision and replacement of spinal neurostimulator electrodes,N,F,758,1439,1219,1251,3536.90,72.26,50660.00,4174.80,990.64,34.95,4731.82,1233.47,767.35,27.40,3785.46,963.79
63663,Revision and replacement of spinal neurostimulator electrodes,N,O,17,23,19,20,1667.10,489.78,4000.00,828.92,701.94,445.26,863.43,120.01,554.20,349.09,676.93,93.41
